id,activity_date,total_steps,total_distance,tracker_distance,logged_activities_distance,very_active_distance,moderately_active_distance,light_active_distance,sedentary_active_distance,very_active_minutes,fairly_active_minutes,lightly_active_minutes,sedentary_minutes,calories
2320127002,5/3/2016,7443,5.02,5.02,0,1.49,0.37,3.16,0,20,10,206,1204,1878
2320127002,5/4/2016,1201,0.81,0.81,0,0,0,0.81,0,0,0,52,1388,1426
2320127002,5/5/2016,5202,3.51,3.51,0,0,0.39,3.11,0,0,11,223,1206,1780
2320127002,5/6/2016,4878,3.29,3.29,0,0,0,3.29,0,0,0,204,1236,1742
2320127002,5/7/2016,7379,4.97,4.97,0,0,0,4.97,0,0,0,319,1121,1972
2320127002,5/8/2016,5161,3.48,3.48,0,0,0,3.47,0,0,0,247,1193,1821
2320127002,5/9/2016,3090,2.08,2.08,0,0,0,2.08,0,0,0,145,1295,1630
2320127002,5/10/2016,6227,4.2,4.2,0,0,0,4.2,0,0,0,290,1150,1899
2320127002,5/11/2016,6424,4.33,4.33,0,0,0,4.33,0,0,0,300,1140,1903
2320127002,5/12/2016,2661,1.79,1.79,0,0,0,1.79,0,0,0,128,830,1125
2347167796,4/12/2016,10113,6.83,6.83,0,2,0.62,4.2,0,28,13,320,964,2344
2347167796,4/13/2016,10352,7.01,7.01,0,1.66,1.94,3.41,0,19,32,195,676,2038
2347167796,4/14/2016,10129,6.7,6.7,0,0.02,2.74,3.94,0,1,48,206,705,2010
2347167796,4/15/2016,10465,6.92,6.92,0,0.07,1.42,5.43,0,1,24,284,720,2133
2347167796,4/16/2016,22244,15.08,15.08,0,5.45,4.1,5.53,0,66,72,268,968,2670
2347167796,4/17/2016,5472,3.62,3.62,0,0.08,0.28,3.26,0,1,7,249,508,1882
2347167796,4/18/2016,8247,5.45,5.45,0,0.79,0.86,3.79,0,11,16,206,678,1944
2347167796,4/19/2016,6711,4.44,4.44,0,0,0,4.44,0,0,7,382,648,2346
2347167796,4/20/2016,10999,7.27,7.27,0,0.68,1.81,4.78,0,11,43,269,1011,2198
2347167796,4/21/2016,10080,6.75,6.75,0,1.85,1.53,3.38,0,23,26,208,761,2048
2347167796,4/22/2016,7804,5.16,5.16,0,0.56,1.68,2.92,0,9,27,206,781,1946
2347167796,4/23/2016,16901,11.37,11.37,0,2.78,1.45,7.15,0,32,35,360,591,2629
2347167796,4/24/2016,9471,6.26,6.26,0,0,0,6.26,0,0,0,360,584,2187
2347167796,4/25/2016,9482,6.38,6.38,0,1.27,0.52,4.6,0,15,11,277,653,2095
2347167796,4/26/2016,5980,3.95,3.95,0,0,0,3.95,0,0,0,227,732,1861
2347167796,4/27/2016,11423,7.58,7.58,0,1.86,0.4,5.32,0,26,9,295,623,2194
2347167796,4/28/2016,5439,3.6,3.6,0,0,0,3.6,0,0,0,229,764,1854
2347167796,4/29/2016,42,0.03,0.03,0,0,0,0.03,0,0,0,4,2,403
2873212765,4/12/2016,8796,5.91,5.91,0,0.11,0.93,4.88,0,2,21,356,1061,1982
2873212765,4/13/2016,7618,5.12,5.12,0,0,0.22,4.88,0,0,8,404,1028,2004
2873212765,4/14/2016,7910,5.32,5.32,0,0,0,5.32,0,0,0,331,1109,1893
2873212765,4/15/2016,8482,5.7,5.7,0,0,0,5.69,0,0,0,448,992,2063
2873212765,4/16/2016,9685,6.65,6.65,0,3.11,0.02,3.51,0,47,1,305,1087,2148
2873212765,4/17/2016,2524,1.7,1.7,0,0,0.35,1.34,0,0,8,160,1272,1529
2873212765,4/18/2016,7762,5.24,5.24,0,0.07,0.28,4.89,0,1,6,311,1122,1890
2873212765,4/19/2016,7948,5.37,5.37,0,0,0,5.36,0,0,0,389,1051,1956
2873212765,4/20/2016,9202,6.3,6.3,0,1.51,0.12,4.66,0,22,5,378,1035,2094
2873212765,4/21/2016,8859,5.98,5.98,0,0.13,0.37,5.47,0,2,10,371,1057,1970
2873212765,4/22/2016,7286,4.9,4.9,0,0.46,0,4.42,0,46,0,366,1028,2241
2873212765,4/23/2016,9317,6.35,6.35,0,2.09,0.23,4.02,0,28,5,330,1077,2021
2873212765,4/24/2016,6873,4.68,4.68,0,3,0.06,1.62,0,46,1,190,1203,1898
2873212765,4/25/2016,7373,4.95,4.95,0,0,0,4.95,0,0,0,359,1081,1907
2873212765,4/26/2016,8242,5.54,5.54,0,0.12,0.18,5.24,0,2,5,309,1124,1882
2873212765,4/27/2016,3516,2.36,2.36,0,0,0,2.36,0,46,0,197,1197,1966
2873212765,4/28/2016,7913,5.41,5.41,0,2.16,0.34,2.91,0,28,7,213,1192,1835
2873212765,4/29/2016,7365,4.95,4.95,0,1.36,1.41,2.18,0,20,23,206,1191,1780
2873212765,4/30/2016,8452,5.68,5.68,0,0.33,1.08,4.26,0,5,20,248,1167,1830
2873212765,5/1/2016,7399,4.97,4.97,0,0.49,1.04,3.44,0,7,18,196,1219,1739
2873212765,5/2/2016,7525,5.06,5.06,0,0,0.21,4.83,0,0,7,334,1099,1878
2873212765,5/3/2016,7412,4.98,4.98,0,0.06,0.25,4.66,0,1,6,363,1070,1906
2873212765,5/4/2016,8278,5.56,5.56,0,0,0,5.56,0,0,0,420,1020,2015
2873212765,5/5/2016,8314,5.61,5.61,0,0.78,0.8,4.03,0,13,23,311,1093,1971
2873212765,5/6/2016,7063,4.75,4.75,0,0,0.12,4.61,0,0,5,370,1065,1910
2873212765,5/7/2016,4940,3.38,3.38,0,2.28,0.55,0.55,0,75,11,52,1302,1897
2873212765,5/8/2016,8168,5.54,5.54,0,2.9,0,2.64,0,46,0,326,1068,2096
2873212765,5/9/2016,7726,5.19,5.19,0,0,0,5.19,0,0,0,345,1095,1906
2873212765,5/10/2016,8275,5.56,5.56,0,0,0,5.55,0,0,0,373,1067,1962
2873212765,5/11/2016,6440,4.33,4.33,0,0,0,4.32,0,0,0,319,1121,1826
2873212765,5/12/2016,7566,5.11,5.11,0,0,0,5.11,0,0,0,268,720,1431
3372868164,4/12/2016,4747,3.24,3.24,0,0,0,3.23,0,0,0,280,1160,1788
3372868164,4/13/2016,9715,6.63,6.63,0,0.99,0.34,5.27,0,16,8,371,1045,2093
3372868164,4/14/2016,8844,6.03,6.03,0,0.34,1.03,4.65,0,6,25,370,1039,2065
3372868164,4/15/2016,7451,5.08,5.08,0,0,0,5.06,0,0,0,335,1105,1908
3372868164,4/16/2016,6905,4.73,4.73,0,0,0,4.7,0,0,0,356,1084,1908
3372868164,4/17/2016,8199,5.88,5.88,0,1.41,0.1,4.36,0,11,2,322,1105,1964
3372868164,4/18/2016,6798,4.64,4.64,0,1.08,0.2,3.35,0,20,7,343,1070,2014
3372868164,4/19/2016,7711,5.26,5.26,0,0,0,5.24,0,0,0,376,1064,1985
3372868164,4/20/2016,4880,3.33,3.33,0,0.84,0.09,2.38,0,15,3,274,1148,1867
3372868164,4/21/2016,8857,6.07,6.07,0,1.15,0.26,4.64,0,18,9,376,1037,2124
3372868164,4/22/2016,3843,2.62,2.62,0,0,0,2.61,0,0,0,206,1234,1669
3372868164,4/23/2016,7396,5.07,5.07,0,1.4,0.08,3.58,0,20,2,303,1115,1995
3372868164,4/24/2016,6731,4.59,4.59,0,0.89,0.19,3.49,0,14,7,292,1127,1921
3372868164,4/25/2016,5995,4.09,4.09,0,0,0,4.09,0,0,0,416,1024,2010
3372868164,4/26/2016,8283,5.79,5.79,0,1.85,0.05,3.87,0,22,2,333,1083,2057
3372868164,4/27/2016,7904,5.42,5.42,0,1.58,0.63,3.19,0,24,13,346,1057,2095
3372868164,4/28/2016,5512,3.76,3.76,0,0,0,3.76,0,0,0,385,1055,1972
3372868164,4/29/2016,9135,6.23,6.23,0,0,0,6.22,0,0,0,402,1038,2044
3372868164,4/30/2016,5250,3.58,3.58,0,1.06,0.09,2.42,0,17,4,300,1119,1946
3372868164,5/1/2016,3077,2.1,2.1,0,0,0,2.09,0,0,0,172,842,1237
3977333714,4/12/2016,8856,5.98,5.98,0,3.06,0.91,2.01,0,44,19,131,777,1450
3977333714,4/13/2016,10035,6.71,6.71,0,2.03,2.13,2.55,0,31,46,153,754,1495
3977333714,4/14/2016,7641,5.11,5.11,0,0.32,0.97,3.82,0,5,23,214,801,1433
3977333714,4/15/2016,9010,6.06,6.06,0,1.05,1.75,3.26,0,15,42,183,644,1468
3977333714,4/16/2016,13459,9,9,0,2.03,4,2.97,0,31,83,153,663,1625
3977333714,4/17/2016,10415,6.97,6.97,0,0.7,2.35,3.92,0,11,58,205,600,1529
3977333714,4/18/2016,11663,7.8,7.8,0,0.25,3.73,3.82,0,4,95,214,605,1584
3977333714,4/19/2016,12414,8.78,8.78,0,2.24,2.45,3.96,0,19,67,221,738,1638
3977333714,4/20/2016,11658,7.83,7.83,0,0.2,4.35,3.28,0,2,98,164,845,1554
3977333714,4/21/2016,6093,4.08,4.08,0,0,0,4.06,0,0,0,242,712,1397
3977333714,4/22/2016,8911,5.96,5.96,0,2.33,0.58,3.06,0,33,12,188,731,1481
3977333714,4/23/2016,12058,8.07,8.07,0,0,4.22,3.85,0,0,92,252,724,1638
3977333714,4/24/2016,14112,10,10,0,3.27,4.56,2.17,0,30,95,129,660,1655
3977333714,4/25/2016,11177,8.48,8.48,0,5.62,0.43,2.41,0,50,9,133,781,1570
3977333714,4/26/2016,11388,7.62,7.62,0,0.45,4.22,2.95,0,7,95,170,797,1551
3977333714,4/27/2016,7193,5.04,5.04,0,0,0.42,4.62,0,0,10,176,714,1377
3977333714,4/28/2016,7114,4.88,4.88,0,1.37,0.29,3.22,0,15,8,190,804,1407
3977333714,4/29/2016,10645,7.75,7.75,0,3.74,1.3,2.71,0,36,32,150,744,1545
3977333714,4/30/2016,13238,9.2,9.2,0,3.69,2.1,3.41,0,43,52,194,687,1650
3977333714,5/1/2016,10414,7.07,7.07,0,2.67,1.98,2.41,0,41,40,124,691,1501
3977333714,5/2/2016,16520,11.05,11.05,0,1.54,6.48,3.02,0,24,143,176,713,1760
3977333714,5/3/2016,14335,9.59,9.59,0,3.32,1.74,4.53,0,47,41,258,594,1710
3977333714,5/4/2016,13559,9.44,9.44,0,1.81,4.58,2.89,0,14,96,142,852,1628
3977333714,5/5/2016,12312,8.58,8.58,0,1.76,4.11,2.71,0,14,88,178,680,1618
3977333714,5/6/2016,11677,8.28,8.28,0,3.11,2.51,2.67,0,29,55,168,676,1590
3977333714,5/7/2016,11550,7.73,7.73,0,0,4.13,3.59,0,0,86,208,703,1574
3977333714,5/8/2016,13585,9.09,9.09,0,0.68,5.24,3.17,0,9,116,171,688,1633
3977333714,5/9/2016,14687,10.08,10.08,0,0.77,5.6,3.55,0,8,122,151,1159,1667
3977333714,5/10/2016,13072,8.78,8.78,0,0.07,5.4,3.31,0,1,115,196,676,1630
3977333714,5/11/2016,746,0.5,0.5,0,0.37,0,0.13,0,4,0,9,13,52
4020332650,4/12/2016,8539,6.12,6.12,0,0.15,0.24,5.68,0,4,15,331,712,3654
4020332650,4/13/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1981
4020332650,4/14/2016,108,0.08,0.08,0,0,0,0.03,0,0,0,3,1437,2011
4020332650,4/15/2016,1882,1.35,1.35,0,0.21,0.36,0.77,0,36,18,87,1299,2951
4020332650,4/16/2016,1982,1.42,1.42,0,0.45,0.37,0.59,0,65,21,55,1222,3051
4020332650,4/17/2016,16,0.01,0.01,0,0,0,0.01,0,0,0,2,1438,1990
4020332650,4/18/2016,62,0.04,0.04,0,0,0,0.04,0,0,0,2,1438,1995
4020332650,4/19/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/20/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/21/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/22/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/23/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/24/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/25/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/26/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/27/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/28/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/29/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,4/30/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,5/1/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1980
4020332650,5/2/2016,475,0.34,0.34,0,0,0.04,0.29,0,0,11,31,1350,2207
4020332650,5/3/2016,4496,3.22,3.22,0,0,0,3.15,0,0,0,174,950,2828
4020332650,5/4/2016,10252,7.35,7.35,0,0.67,1.04,5.58,0,13,46,346,531,3879
4020332650,5/5/2016,11728,8.43,8.43,0,2.62,1.68,4.04,0,38,42,196,916,3429
4020332650,5/6/2016,4369,3.13,3.13,0,0,0,3.1,0,0,0,177,855,2704
4020332650,5/7/2016,6132,4.4,4.4,0,0,0,3.58,0,0,0,184,1256,2975
4020332650,5/8/2016,5862,4.2,4.2,0,0,0,4.15,0,0,0,263,775,3089
4020332650,5/9/2016,4556,3.27,3.27,0,0.2,0.12,2.94,0,3,5,173,1225,2785
4020332650,5/10/2016,5546,3.98,3.98,0,0,0,3.87,0,0,0,206,774,2926
4020332650,5/11/2016,3689,2.65,2.65,0,0.11,0.17,2.33,0,2,8,134,1296,2645
4020332650,5/12/2016,590,0.42,0.42,0,0,0,0.41,0,0,0,21,721,1120
4057192912,4/12/2016,5394,4.03,4.03,0,0,0,3.94,0,0,0,164,1276,2286
4057192912,4/13/2016,5974,4.47,4.47,0,0,0,4.37,0,0,0,160,1280,2306
4057192912,4/14/2016,0,0,0,0,0,0,0,0,0,0,0,1440,1776
4057192912,4/15/2016,3984,2.95,2.95,0,0.21,0.26,2.44,0,3,6,88,873,1527
4319703577,4/12/2016,7753,5.2,5.2,0,0,0,0,0,0,0,0,1440,2115
4319703577,4/13/2016,8204,5.5,5.5,0,0.53,0.59,1.31,0,8,15,96,1234,2135
4319703577,4/14/2016,10210,6.88,6.88,0,0.11,0.33,6.44,0,1,9,339,589,2302
4319703577,4/15/2016,5664,3.8,3.8,0,0,0,3.8,0,0,0,228,752,1985
4319703577,4/16/2016,4744,3.18,3.18,0,0,0,3.18,0,0,0,194,724,1884
4319703577,4/17/2016,29,0.02,0.02,0,0,0,0.02,0,0,0,3,1363,1464
4319703577,4/18/2016,2276,1.55,1.55,0,0.07,0.33,1.12,0,1,9,58,824,1632
4319703577,4/19/2016,8925,5.99,5.99,0,0,0,5.99,0,0,0,311,604,2200
4319703577,4/20/2016,8954,6.01,6.01,0,0,0.68,5.31,0,0,18,306,671,2220
4319703577,4/21/2016,3702,2.48,2.48,0,0,0,0.35,0,0,0,34,1265,1792
4319703577,4/22/2016,4500,3.02,3.02,0,0.06,0.81,2.15,0,1,19,176,709,1886
4319703577,4/23/2016,4935,3.31,3.31,0,0,0,3.31,0,0,0,233,546,1945
4319703577,4/24/2016,4081,2.74,2.74,0,0.06,0.2,2.47,0,1,5,191,692,1880
4319703577,4/25/2016,9259,6.21,6.21,0,0,0.28,5.93,0,0,8,390,544,2314
4319703577,4/26/2016,9899,6.64,6.64,0,0.57,0.92,5.15,0,8,21,288,649,2236
4319703577,4/27/2016,10780,7.23,7.23,0,0.41,1.92,4.91,0,6,47,300,680,2324
4319703577,4/28/2016,10817,7.28,7.28,0,1.01,0.33,5.94,0,13,8,359,552,2367
4319703577,4/29/2016,7990,5.36,5.36,0,0.45,0.79,4.12,0,6,18,289,624,2175
4319703577,4/30/2016,8221,5.52,5.52,0,0.4,1.61,3.51,0,6,38,196,695,2092
4319703577,5/1/2016,1251,0.84,0.84,0,0,0,0.84,0,0,0,67,836,1593
4319703577,5/2/2016,9261,6.24,6.24,0,0,0.44,5.71,0,0,11,344,585,2270
4319703577,5/3/2016,9648,6.47,6.47,0,0.58,1.07,4.83,0,8,26,287,669,2235
4319703577,5/4/2016,10429,7.02,7.02,0,0.59,0.58,5.85,0,8,13,313,1106,2282
4319703577,5/5/2016,13658,9.49,9.49,0,2.63,1.41,5.45,0,27,34,328,957,2530
4319703577,5/6/2016,9524,6.42,6.42,0,0.41,0.47,5.46,0,6,11,314,692,2266
4319703577,5/7/2016,7937,5.33,5.33,0,0.19,1.05,4.08,0,3,28,279,586,2158
4319703577,5/8/2016,3672,2.46,2.46,0,0,0,2.46,0,0,0,153,603,1792
4319703577,5/9/2016,10378,6.96,6.96,0,0.14,0.56,6.25,0,2,14,374,490,2345
4319703577,5/10/2016,9487,6.37,6.37,0,0.21,0.46,5.7,0,3,12,329,555,2260
4319703577,5/11/2016,9129,6.13,6.13,0,0.2,0.74,5.18,0,3,18,311,574,2232
4319703577,5/12/2016,17,0.01,0.01,0,0,0,0.01,0,0,0,2,0,257
4388161847,4/12/2016,10122,7.78,7.78,0,0,0,0,0,0,0,0,1440,2955
4388161847,4/13/2016,10993,8.45,8.45,0,0.06,0.63,3.88,0,1,14,150,1275,3092
4388161847,4/14/2016,8863,6.82,6.82,0,0.13,1.07,5.62,0,10,35,219,945,2998
4388161847,4/15/2016,8758,6.73,6.73,0,0,0,6.73,0,0,0,299,837,3066
4388161847,4/16/2016,6580,5.06,5.06,0,0.21,0.4,4.45,0,6,9,253,609,3073
4388161847,4/17/2016,4660,3.58,3.58,0,0,0,3.58,0,0,0,201,721,2572
4388161847,4/18/2016,11009,9.1,9.1,0,3.56,0.4,5.14,0,27,8,239,1017,3274
4388161847,4/19/2016,10181,7.83,7.83,0,1.37,0.69,5.77,0,20,16,249,704,3015
4388161847,4/20/2016,10553,8.12,8.12,0,1.1,1.72,5.29,0,19,42,228,696,3083
4388161847,4/21/2016,10055,7.73,7.73,0,0.37,0.39,6.98,0,7,12,272,853,3069
4388161847,4/22/2016,12139,9.34,9.34,0,3.3,1.11,4.92,0,77,25,220,945,3544
4388161847,4/23/2016,13236,10.18,10.18,0,4.5,0.32,5.35,0,58,5,215,749,3306
4388161847,4/24/2016,10243,7.88,7.88,0,1.08,0.51,6.3,0,14,8,239,584,2885
4388161847,4/25/2016,12961,9.97,9.97,0,0.73,1.4,7.84,0,11,31,301,1054,3288
4388161847,4/26/2016,9461,7.28,7.28,0,0.94,1.06,5.27,0,14,23,224,673,2929
4388161847,4/27/2016,11193,8.61,8.61,0,0.7,2.51,5.39,0,11,48,241,684,3074
4388161847,4/28/2016,10074,7.75,7.75,0,1.29,0.43,6.03,0,19,9,234,878,2969
4388161847,4/29/2016,9232,7.1,7.1,0,0.8,0.89,5.42,0,13,16,236,1175,2979
4388161847,4/30/2016,12533,9.64,9.64,0,0.7,2,6.94,0,14,43,300,537,3283
4388161847,5/1/2016,10255,7.89,7.89,0,1.01,0.68,6.2,0,12,15,241,579,2926
4388161847,5/2/2016,10096,8.4,8.4,0,3.77,0.08,4.55,0,33,4,204,935,3147
4388161847,5/3/2016,12727,9.79,9.79,0,1.13,0.78,7.88,0,18,18,306,984,3290
4388161847,5/4/2016,12375,9.52,9.52,0,2.79,0.93,5.8,0,35,21,251,632,3162
4388161847,5/5/2016,9603,7.38,7.38,0,0.63,1.67,5.09,0,12,39,199,896,2899
4388161847,5/6/2016,13175,10.13,10.13,0,2.11,2.09,5.93,0,33,45,262,1100,3425
4388161847,5/7/2016,22770,17.54,17.54,0,9.45,2.77,5.33,0,120,56,260,508,4022
4388161847,5/8/2016,17298,14.38,14.38,0,9.89,1.26,3.23,0,107,38,178,576,3934
4388161847,5/9/2016,10218,7.86,7.86,0,0.34,0.73,6.79,0,6,19,258,1020,3013
4388161847,5/10/2016,10299,7.92,7.92,0,0.81,0.65,6.46,0,13,14,267,648,3061
4388161847,5/11/2016,10201,7.84,7.84,0,0.53,0.79,6.53,0,8,18,256,858,2954
4388161847,5/12/2016,3369,2.59,2.59,0,0,0,2.59,0,0,0,108,825,1623
4445114986,4/12/2016,3276,2.2,2.2,0,0,0,2.2,0,0,0,196,787,2113
4445114986,4/13/2016,2961,1.99,1.99,0,0,0,1.99,0,0,0,194,840,2095
4445114986,4/14/2016,3974,2.67,2.67,0,0,0,2.67,0,0,0,231,717,2194
4445114986,4/15/2016,7198,4.83,4.83,0,0,0,4.83,0,0,0,350,711,2496
4445114986,4/16/2016,3945,2.65,2.65,0,0,0,2.65,0,0,0,225,716,2180
4445114986,4/17/2016,2268,1.52,1.52,0,0,0,1.52,0,0,0,114,1219,1933
4445114986,4/18/2016,6155,4.24,4.24,0,2,0.29,1.95,0,25,6,162,1247,2248
4445114986,4/19/2016,2064,1.39,1.39,0,0,0,1.39,0,0,0,121,895,1954
4445114986,4/20/2016,2072,1.39,1.39,0,0,0,1.39,0,0,0,137,841,1974
4445114986,4/21/2016,3809,2.56,2.56,0,0,0,2.54,0,0,0,215,756,2150
4445114986,4/22/2016,6831,4.58,4.58,0,0,0,4.58,0,0,0,317,706,2432
4445114986,4/23/2016,4363,2.93,2.93,0,0,0,2.93,0,0,0,201,1239,2149
4445114986,4/24/2016,5002,3.36,3.36,0,0,0,3.36,0,0,0,244,1196,2247
4445114986,4/25/2016,3385,2.27,2.27,0,0,0,2.27,0,0,0,179,916,2070
4445114986,4/26/2016,6326,4.41,4.41,0,2.41,0.04,1.96,0,29,1,180,839,2291
4445114986,4/27/2016,7243,5.03,5.03,0,2.62,0.03,2.38,0,32,1,194,839,2361
4445114986,4/28/2016,4493,3.01,3.01,0,0,0,3.01,0,0,0,236,762,2203
4445114986,4/29/2016,4676,3.14,3.14,0,0,0,3.13,0,0,0,226,1106,2196
4445114986,4/30/2016,6222,4.18,4.18,0,0,0,4.18,0,0,0,290,797,2363
4445114986,5/1/2016,5232,3.51,3.51,0,0,0,3.51,0,0,0,240,741,2246
4445114986,5/2/2016,6910,4.75,4.75,0,2.21,0.19,2.35,0,27,4,200,667,2336
4445114986,5/3/2016,7502,5.18,5.18,0,2.48,0.11,2.58,0,30,2,233,725,2421
4445114986,5/4/2016,2923,1.96,1.96,0,0,0,1.96,0,0,0,180,897,2070
4445114986,5/5/2016,3800,2.55,2.55,0,0.12,0.24,2.18,0,2,6,185,734,2120
4445114986,5/6/2016,4514,3.03,3.03,0,0,0,3.03,0,0,0,229,809,2211
4445114986,5/7/2016,5183,3.59,3.59,0,2.13,0.19,1.25,0,26,4,108,866,2123
4445114986,5/8/2016,7303,4.9,4.9,0,0,0.25,4.65,0,0,8,308,733,2423
4445114986,5/9/2016,5275,3.54,3.54,0,0,0,3.54,0,0,0,266,641,2281
4445114986,5/10/2016,3915,2.63,2.63,0,0,0,2.63,0,0,0,231,783,2181
4445114986,5/11/2016,9105,6.11,6.11,0,2.25,1,2.86,0,34,22,232,622,2499
